slug,desa,kecamatan,kabupaten,provinsi,last_scraped,hero_ada_foto,pengurus_jumlah_foto,pengurus_jumlah_orang,unit_usaha_ada_data,unit_usaha_jumlah_foto,unit_usaha_jumlah_foto_unik,produk_usaha_jumlah_foto,produk_usaha_jumlah_foto_unik,galeri_jumlah_foto,galeri_jumlah_foto_unik,galeri_skor,artikel_jumlah_foto,artikel_jumlah_foto_unik,completeness_score,scrape_incomplete,potensi_jumlah_terisi,penduduk_laki_laki,penduduk_perempuan,penduduk_total,potensi_nilai_total_rp,potensi_sdm_total,potensi_jumlah_jenis,kode_desa,artikel_tanggal_lokal_terbaru,artikel_hari_sejak_update_lokal,artikel_jumlah_lokal,artikel_jumlah_nasional,artikel_ada_nasional,tentang_ada_konten,potensi_ada_data,pengurus_terisi,pengurus_foto_asli,produk_usaha_ada,artikel_ada_lokal,pengurus_data_belum_ada,personel_completeness,keaktifan_score,kelengkapan_usaha_score,kopdes_density_kecamatan,penduduk_total_calc,penduduk_data_konsisten,kopdes_per_1000_penduduk,kopdes_per_1000_penduduk_log,kopdes_lq_kecamatan,personel_completeness_zscore_kabupaten,keaktifan_score_zscore_kabupaten,kelengkapan_usaha_score_zscore_kabupaten,digital_readiness_score,potensi_nilai_outlier_suspect,potensi_nilai_total_rp_capped,lof_outlier,pengurus_jumlah_foto_capped,unit_usaha_jumlah_foto_capped,unit_usaha_jumlah_foto_unik_capped,produk_usaha_jumlah_foto_capped,produk_usaha_jumlah_foto_unik_capped,galeri_jumlah_foto_capped,galeri_jumlah_foto_unik_capped,artikel_jumlah_foto_capped,artikel_jumlah_foto_unik_capped,potensi_sdm_total_capped,penduduk_total_capped,cluster_k7,publikasi_konten_score,kelengkapan_profil_score,indeks_digitalisasi_operasional,log_potensi_nilai,log_potensi_jumlah
tegal-sari-kecamatan-dolok-masihul,Tegal Sari,Dolok Masihul,Kabupaten Serdang Bedagai,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,30.0,False,6,9060,8760,1782,7118380000,680,6,12.18.09.2012,,,0,3,True,False,True,True,False,False,False,False,0.0,0.0,0.0,5,17820,False,0.10496924401150462,0.09981750110860635,0.872,-0.467,-0.448,-0.743,0.0,False,7118380000.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,1782.0,1,0.0,0.0,0.0,22.685946008532447,1.9459101490553132
tegal-sari-kecamatan-kota-kisaran-barat,Tegal Sari,Kota Kisaran Barat,Kabupaten Asahan,Sumatera Utara,2026-07-23 12:01:28,False,3,6,True,1,1,0,0,20,1,1,0,0,51.0,False,2,1586,1614,32,730000000,45,2,12.09.19.1013,,,0,3,True,False,True,True,True,False,False,False,0.5,0.02882,0.5444666666666667,7,3200,False,0.21189005932921662,0.19218117340830182,2.532,1.153,-0.133,1.337,0.431317308,False,730000000.0,False,3,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,45.0,32.0,0,0.0,0.0,0.29635144,20.408555093476576,1.0986122886681098
tegal-sari-kecamatan-natal,Tegal Sari,Natal,Kabupaten Mandailing Natal,Sumatera Utara,2026-07-23 12:01:28,False,2,4,True,1,1,0,0,20,1,1,0,0,51.0,False,5,7150,6920,1407,8220000000,1020,5,12.13.16.2023,,,0,3,True,False,True,True,True,False,False,False,0.5,0.02882,0.5444666666666667,6,14070,False,0.071933820884786,0.06946432649370626,1.662,0.776,0.001,1.716,0.431317308,False,8220000000.0,False,2,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,1020.0,1407.0,0,0.0,0.0,0.29635144,22.829836046136155,1.791759469228055
tegal-sari-kecamatan-pante-ceureumen,Tegal Sari,Pante Ceureumen,Kabupaten Aceh Barat,Aceh,2026-07-23 12:01:28,False,0,6,True,1,1,0,0,20,1,1,0,0,41.0,False,1,3610,3360,6970,250000000,300,1,11.05.08.2016,,,0,3,True,False,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,14,6970,True,0.19676739283204497,0.1796240825728359,1.116,-0.6,-0.153,1.117,0.200417308,False,250000000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,300.0,6970.0,3,0.0,0.0,0.11695143999999999,19.33697147982652,0.6931471805599453
tegal-sari-kecamatan-satui,Tegal Sari,Satui,Kabupaten Tanah Bumbu,Kalimantan Selatan,2026-07-23 13:40:14,False,6,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,3530,3290,6820,0,0,0,63.10.04.2013,,,0,3,True,False,False,True,True,False,False,False,1.0,0.0,0.0,11,6820,True,0.1264033646277421,0.1190296934801609,1.26,1.326,-0.335,-0.701,0.4618,False,0.0,False,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6820.0,4,0.0,0.0,0.3588,0.0,0.0
tegalampel-kecamatan-karangdowo,Tegalampel,Karangdowo,Kabupaten Klaten,Jawa Tengah,2026-07-23 12:01:28,False,0,6,True,2,2,0,0,40,2,2,0,0,27.0,False,0,6670,6970,1364,0,0,0,33.10.13.2017,,,0,3,True,False,False,True,False,False,False,False,0.0,0.05764,0.6266333333333334,6,13640,False,0.12153867968480969,0.11470156362530252,0.661,-1.268,-0.258,-0.09,0.235212536,False,0.0,False,0,2.0,2.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,1364.0,6,0.0,0.0,0.13460084,0.0,0.0
tegalarum-kecamatan-bendo,Tegalarum,Bendo,Kabupaten Magetan,Jawa Timur,2026-07-23 12:41:37,True,2,4,True,1,1,0,0,20,1,1,0,0,61.0,False,1,149,1549,3039,504000000,350,1,35.20.10.2005,,,0,3,True,False,True,True,True,False,False,False,0.5,0.02882,0.5444666666666667,10,1698,False,0.18435558505244917,0.16919881658644156,1.322,0.945,-0.012,0.666,0.431317308,False,504000000.0,False,2,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,350.0,3039.0,0,0.0,0.5252,0.44797668,20.038086828019768,0.6931471805599453
tegalarum-kecamatan-jaken,Tegalarum,Jaken,Kabupaten Pati,Jawa Tengah,2026-07-23 12:01:28,False,0,6,True,2,2,0,0,40,2,2,0,0,27.0,False,0,1324,1384,2708,0,0,0,33.18.06.2011,,,0,3,True,False,False,True,False,False,False,False,0.0,0.05764,0.6266333333333334,9,2708,True,0.14515426672902923,0.13553935869853936,1.748,-0.577,-0.352,-0.753,0.235212536,False,0.0,False,0,2.0,2.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,2708.0,6,0.0,0.0,0.13460084,0.0,0.0
tegalarum-kecamatan-sempu,Tegalarum,Sempu,Kabupaten Banyuwangi,Jawa Timur,2026-07-23 12:26:28,False,0,3,False,0,0,0,0,0,0,0,0,0,15.0,False,0,4079,4086,8165,0,0,0,35.10.20.2007,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,5,8165,True,0.07458233890214798,0.07193206413392773,1.0,-0.667,-0.348,-0.655,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8165.0,5,0.0,0.0,0.0,0.0,0.0
tegaldatar-kecamatan-maniis,Tegaldatar,Maniis,Kabupaten Purwakarta,Jawa Barat,2026-07-23 12:01:28,False,3,6,True,1,1,0,0,20,1,1,0,0,46.0,False,0,3714,346,7174,0,0,0,32.14.07.2004,,,0,3,True,True,False,True,True,False,False,False,0.5,0.02882,0.5444666666666667,8,4060,False,0.25706114842068056,0.22877657474208496,0.743,0.91,-0.237,1.16,0.431317308,False,0.0,False,3,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,7174.0,6,0.0,0.4748,0.43342620000000004,0.0,0.0
tegaldlimo-kecamatan-tegaldlimo,Tegaldlimo,Tegaldlimo,Kabupaten Banyuwangi,Jawa Timur,2026-07-23 12:25:22,False,0,6,True,1,1,0,0,20,1,1,0,0,26.0,False,0,4717,4721,9438,0,0,0,35.10.04.2005,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,7,9438,True,0.13655072859567327,0.12799799912220836,1.4,-0.667,-0.155,1.207,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,9438.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
tegaldowo-kecamatan-tirto,Tegaldowo,Tirto,Kabupaten Pekalongan,Jawa Tengah,2026-07-23 12:01:28,False,0,4,True,1,1,0,0,20,1,1,0,0,41.0,False,1,1644,1594,3238,500000000,500,1,33.26.15.2013,,,0,3,True,False,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,9,3238,True,0.23068642025939406,0.2075720789753633,1.87,-0.342,-0.244,-0.05,0.200417308,False,500000000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,500.0,3238.0,3,0.0,0.0,0.11695143999999999,20.030118658386467,0.6931471805599453
tegalgede-kecamatan-karanganyar,Tegalgede,Karanganyar,Kabupaten Karanganyar,Jawa Tengah,2026-07-23 12:01:28,True,0,6,True,3,3,0,0,60,3,3,0,0,63.0,False,4,5439,5349,10788,2810000000,550,4,33.13.09.1004,,,0,3,True,True,True,True,False,False,False,False,0.0,0.08646,0.7088,9,10788,True,0.11989289567985932,0.11323305187700401,0.922,-0.495,-0.019,0.661,0.270007764,False,2810000000.0,False,0,3.0,3.0,0.0,0.0,60.0,3.0,0.0,0.0,550.0,10788.0,3,0.0,1.0,0.44095024,21.756450320647936,1.6094379124341003
tegalgede-kecamatan-pakenjeng,Tegalgede,Pakenjeng,Kabupaten Garut,Jawa Barat,2026-07-23 12:01:28,False,3,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,2718,2697,5415,0,0,0,32.05.33.2010,,,0,3,True,False,False,True,True,False,False,False,0.5,0.0,0.0,11,5415,True,0.18164104427087635,0.16690418781224378,1.418,0.618,-0.461,-1.002,0.2309,False,0.0,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5415.0,4,0.0,0.0,0.1794,0.0,0.0
tegalgiri-kecamatan-nogosari,Tegalgiri,Nogosari,Kabupaten Boyolali,Jawa Tengah,2026-07-23 12:01:28,False,0,6,True,2,2,0,0,40,2,2,0,0,27.0,False,0,2224,2291,4515,0,0,0,33.09.12.2008,,,0,3,True,False,False,True,False,False,False,False,0.0,0.05764,0.6266333333333334,12,4515,True,0.19504900606277328,0.17818719380016823,1.257,-0.38,-0.231,0.158,0.235212536,False,0.0,False,0,2.0,2.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,4515.0,6,0.0,0.0,0.13460084,0.0,0.0
tegalgondo-kecamatan-karangploso,Tegalgondo,Karangploso,Kabupaten Malang,Jawa Timur,2026-07-23 12:21:10,False,0,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,3484,3431,6915,0,0,0,35.07.23.2001,,,0,3,True,True,False,True,False,False,False,False,0.0,0.0,0.0,4,6915,True,0.1336675020885547,0.125457954276896,0.55,-0.934,-0.381,-0.823,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6915.0,5,0.0,0.4748,0.13707476000000002,0.0,0.0
tegalgubug-kecamatan-arjawinangun,Tegalgubug,Arjawinangun,Kabupaten Cirebon,Jawa Barat,2026-07-23 12:01:28,False,0,6,True,1,1,0,0,20,1,1,0,0,41.0,False,2,6224,6004,12228,13000000000,0,2,32.09.24.2005,,,0,3,True,False,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,9,12228,True,0.12473666703625678,0.117548934511299,0.951,-0.413,-0.316,0.695,0.200417308,False,13000000000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,12228.0,3,0.0,0.0,0.11695143999999999,23.28821519448487,1.0986122886681098
tegalgubug-lor-kecamatan-arjawinangun,Tegalgubug Lor,Arjawinangun,Kabupaten Cirebon,Jawa Barat,2026-07-23 12:01:28,True,0,6,True,1,1,0,0,20,1,1,0,0,61.0,False,1,6624,6353,12977,15000000000,0,1,32.09.24.2006,,,0,3,True,True,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,9,12977,True,0.12473666703625678,0.117548934511299,0.951,-0.413,-0.316,0.695,0.200417308,False,15000000000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,12977.0,3,0.0,1.0,0.40565144,23.431316038115288,0.6931471805599453
tegalharjo-kecamatan-glenmore,Tegalharjo,Glenmore,Kabupaten Banyuwangi,Jawa Timur,2026-07-23 12:25:35,False,4,5,False,0,0,0,0,0,0,0,0,0,25.0,False,0,585,5914,11764,0,0,0,35.10.10.2001,,,0,3,True,False,False,True,True,False,False,False,0.8,0.0,0.0,7,6499,False,0.12017580002746876,0.11348563729963473,1.4,1.256,-0.348,-0.655,0.36944,False,0.0,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11764.0,4,0.0,0.0,0.28704,0.0,0.0
tegalharjo-kecamatan-jebres,Tegalharjo,Jebres,Kota Surakarta,Jawa Tengah,2026-07-23 12:01:28,False,0,8,False,0,0,0,0,0,0,0,0,0,30.0,False,1,2511,2681,5192,10000000,5,1,33.72.04.1009,,,0,3,True,False,True,True,False,False,False,False,0.0,0.0,0.0,10,5192,True,0.09197601265589934,0.08798891064912108,1.613,-0.395,-0.597,-1.348,0.0,False,10000000.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5192.0,1,0.0,0.0,0.0,16.118095750958314,0.6931471805599453
tegalkamulyan-kecamatan-cilacap-selatan,Tegalkamulyan,Cilacap Selatan,Kabupaten Cilacap,Jawa Tengah,2026-07-23 12:01:28,True,4,8,True,2,2,0,0,40,2,2,3,3,67.0,False,1,10205,9945,2015,100000000,0,1,33.01.21.1004,2025-11-13,258.0,1,2,True,False,True,True,True,False,True,False,0.5,0.6895584337879148,0.6266333333333334,5,20150,False,0.061960172001437476,0.06011641929299342,0.449,-0.083,2.002,0.193,0.5794787030215519,False,100000000.0,False,4,2.0,2.0,0.0,0.0,40.0,2.0,3.0,3.0,0.0,2015.0,2,0.8987041079745366,0.5252,0.5894675060788912,18.420680753952364,0.6931471805599453
tegalkarang-kecamatan-palimanan,Tegalkarang,Palimanan,Kabupaten Cirebon,Jawa Barat,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,286,2888,5748,0,0,0,32.09.17.2014,,,0,3,True,True,False,True,False,False,False,False,0.0,0.0,0.0,12,3174,False,0.19297568506368198,0.17645076157000633,1.268,-0.413,-0.497,-1.065,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.0,5,0.0,0.4748,0.13707476000000002,0.0,0.0
tegallalang-kecamatan-tegallalang,Tegallalang,Tegallalang,Kabupaten Gianyar,Bali,2026-07-23 13:16:47,True,0,6,True,2,2,0,0,20,1,1,0,0,46.0,False,0,4806,4901,9707,0,0,0,51.04.06.2002,,,0,3,True,True,False,True,False,False,False,False,0.0,0.02882,0.6266333333333334,1,9707,True,0.10301844030081385,0.09805045844604375,0.6,-0.316,0.176,0.711,0.230042228,False,0.0,False,0,2.0,2.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,9707.0,6,0.0,1.0,0.42330084,0.0,0.0
tegallega-kecamatan-bogor-tengah,Tegallega,Bogor Tengah,Kota Bogor,Jawa Barat,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,9912,9754,19666,0,0,0,32.71.03.1007,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,11,19666,True,0.11976308683912551,0.11311713332353655,1.774,-0.649,-0.525,-0.714,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19666.0,5,0.0,0.0,0.0,0.0,0.0
tegallega-kecamatan-bungbulang,Tegallega,Bungbulang,Kabupaten Garut,Jawa Barat,2026-07-23 12:01:28,False,0,6,True,1,1,0,0,20,1,1,0,0,26.0,False,0,158,1485,3065,0,0,0,32.05.31.2004,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,11,1643,False,0.21269601871724966,0.19284599568457905,1.418,-0.69,-0.306,0.77,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,3065.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
tegallega-kecamatan-ciampel,Tegallega,Ciampel,Kabupaten Karawang,Jawa Barat,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,1568,1528,3096,0,0,0,32.15.04.2008,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,3,3096,True,0.22222222222222224,0.20067069546215116,0.533,-0.613,-0.541,-1.22,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3096.0,5,0.0,0.0,0.0,0.0,0.0
tegallega-kecamatan-cidolog,Tegallega,Cidolog,Kabupaten Sukabumi,Jawa Barat,2026-07-23 12:01:28,False,0,8,True,1,1,0,0,20,1,1,0,0,26.0,False,0,1658,1697,3355,0,0,0,32.02.43.2004,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,2,3355,True,0.26058631921824105,0.23157694544258467,0.5,-0.59,-0.315,1.145,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,3355.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
tegallega-kecamatan-cigudeg,Tegallega,Cigudeg,Kabupaten Bogor,Jawa Barat,2026-07-23 12:01:28,True,5,6,True,4,4,1,1,80,4,4,4,4,79.0,False,13,504,4418,9458,993300000,574,13,32.01.22.2015,,,0,4,True,True,True,True,True,True,False,False,0.8333333333333334,0.45908,1.0,15,4922,False,0.1103460451977401,0.10467171916994766,1.484,1.767,2.273,2.411,0.8259564053333334,False,993300000.0,False,5,4.0,4.0,1.0,1.0,80.0,4.0,4.0,4.0,574.0,9458.0,2,0.5376,1.0,0.8765812800000001,20.71654329219233,2.6390573296152584
tegallega-kecamatan-warungkondang,Tegallega,Warungkondang,Kabupaten Cianjur,Jawa Barat,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,30,2799,5799,0,0,0,32.03.02.2010,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,4,2829,False,0.17322766445801394,0.15975863818581146,0.515,-0.582,-0.486,-1.048,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5799.0,5,0.0,0.0,0.0,0.0,0.0
tegallinggah-kecamatan-penebel,Tegallinggah,Penebel,Kabupaten Tabanan,Bali,2026-07-23 13:16:17,False,0,4,False,0,0,0,0,0,0,0,0,0,15.0,False,0,6970,7230,142,0,0,0,51.02.08.2016,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,7,14200,False,0.12027698070413581,0.11357595893248146,2.0,-0.46,-0.494,-0.859,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,5,0.0,0.0,0.0,0.0,0.0
tegalluar-kecamatan-bojongsoang,Tegalluar,Bojongsoang,Kabupaten Bandung,Jawa Barat,2026-07-23 12:01:28,True,0,6,True,2,2,0,0,40,2,2,1,1,52.0,False,1,9417,9159,18576,13650000000,0,1,32.04.08.2006,,,0,1,True,False,True,True,False,False,False,False,0.0,0.22954,0.6266333333333334,5,18576,True,0.07189899629001179,0.06943183833091829,1.026,-0.706,0.177,0.058,0.266051396,False,13650000000.0,False,0,2.0,2.0,0.0,0.0,40.0,2.0,1.0,1.0,0.0,18576.0,3,0.2688,0.5252,0.32326672,23.33700535865064,0.6931471805599453
tegalmanggung-kecamatan-cimanggung,Tegalmanggung,Cimanggung,Kabupaten Sumedang,Jawa Barat,2026-07-23 12:01:28,True,1,6,True,1,1,0,0,20,1,1,0,0,56.0,False,0,3914,3744,7658,0,0,0,32.11.14.2003,,,0,3,True,True,False,True,True,False,False,False,0.16666666666666666,0.02882,0.5444666666666667,11,7658,True,0.13517665130568357,0.12678827873963253,1.182,0.092,-0.402,0.828,0.2773839746666666,False,0.0,False,1,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,7658.0,6,0.0,1.0,0.46545144,0.0,0.0
tegalmlati-kecamatan-petarukan,Tegalmlati,Petarukan,Kabupaten Pemalang,Jawa Tengah,2026-07-23 12:01:28,False,0,6,True,1,1,0,0,20,1,1,0,0,26.0,False,0,435,4171,8521,0,0,0,33.27.10.2016,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,16,4606,False,0.11828282902956332,0.111794320404537,1.131,-0.789,-0.306,-0.438,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,8521.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
tegalmulyo-kecamatan-kemalang,Tegalmulyo,Kemalang,Kabupaten Klaten,Jawa Tengah,2026-07-23 12:01:28,True,6,6,True,2,2,0,0,40,2,2,0,0,57.0,False,0,1351,1381,2732,0,0,0,33.10.21.2006,,,0,3,True,True,False,True,True,False,False,False,1.0,0.05764,0.6266333333333334,11,2732,True,0.24823415250603661,0.221729874548742,1.212,0.983,-0.258,-0.09,0.697012536,False,0.0,False,6,2.0,2.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,2732.0,0,0.0,1.0,0.78210084,0.0,0.0
tegalmunjul-kecamatan-purwakarta,Tegalmunjul,Purwakarta,Kabupaten Purwakarta,Jawa Barat,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,8011,794,15951,0,0,0,32.14.01.1008,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,9,8805,False,0.054753184810249794,0.05330679151075997,0.836,-0.536,-0.396,-0.725,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15951.0,5,0.0,0.0,0.0,0.0,0.0
tegalombo-kecamatan-kalijambe,Tegalombo,Kalijambe,Kabupaten Sragen,Jawa Tengah,2026-07-23 12:01:28,False,0,6,True,1,1,0,0,20,1,1,0,0,36.0,False,0,1525,141,2935,0,0,0,33.14.01.2008,,,0,3,True,True,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,8,1666,False,0.3125854725901614,0.2719988353367544,1.583,-0.279,-0.3,-0.331,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,2935.0,6,0.0,0.4748,0.2540262,0.0,0.0
tegalombo-kecamatan-kauman,Tegalombo,Kauman,Kabupaten Ponorogo,Jawa Timur,2026-07-23 12:01:28,False,4,4,True,1,1,0,0,20,1,1,0,0,61.0,False,2,1614,1713,3327,5978350000,1738,2,35.02.12.2001,,,0,3,True,True,True,True,True,False,False,False,1.0,0.02882,0.5444666666666667,15,3327,True,0.17744339555681737,0.16334547403899838,1.05,2.907,0.01,0.825,0.662217308,False,5978350000.0,False,4,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,1738.0,3327.0,0,0.0,0.4748,0.6128262,22.511410447270926,1.0986122886681098
tegalombo-kecamatan-tegalombo,Tegalombo,Tegalombo,Kabupaten Pacitan,Jawa Timur,2026-07-23 12:01:28,True,6,6,True,2,2,0,0,40,2,2,0,0,72.0,False,12,1752,1755,3507,488540000000,1220,12,35.01.09.2008,,,0,3,True,True,True,True,True,False,False,False,1.0,0.05764,0.6266333333333334,10,3507,True,0.1648750247312537,0.15261380635450422,0.727,0.952,0.297,0.76,0.697012536,False,488540000000.0,False,6,2.0,2.0,0.0,0.0,40.0,2.0,0.0,0.0,1220.0,3507.0,0,0.0,1.0,0.78210084,26.914687188395312,2.5649493574615367
tegalombo-kecamatan-tersono,Tegalombo,Tersono,Kabupaten Batang,Jawa Tengah,2026-07-23 12:01:28,True,0,6,True,1,1,0,0,20,1,1,1,1,36.0,False,0,1051,104,2091,0,0,0,33.25.06.2017,,,0,1,True,False,False,True,False,False,False,False,0.0,0.20072,0.5444666666666667,20,1155,False,0.12485797405451299,0.11765678240189938,1.224,-0.587,6.29,-0.27,0.231256168,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,1.0,1.0,0.0,2091.0,6,0.2688,0.5252,0.30561731999999997,0.0,0.0
tegalongok-kecamatan-koroncong,Tegalongok,Koroncong,Kabupaten Pandeglang,Banten,2026-07-23 13:06:46,True,0,3,True,1,1,0,0,20,1,1,1,1,61.0,False,2,7180,6430,1361,3500000,360,2,36.01.33.2012,,,0,1,True,True,True,True,False,False,False,False,0.0,0.20072,0.5444666666666667,12,13610,False,0.09558706388402104,0.0912903510023044,1.407,-0.543,0.833,0.793,0.231256168,False,3500000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,1.0,1.0,360.0,1361.0,3,0.2688,1.0,0.44269208,15.068273812173887,1.0986122886681098
tegalpanjang-kecamatan-cariu,Tegalpanjang,Cariu,Kabupaten Bogor,Jawa Barat,2026-07-23 12:01:28,False,0,5,True,1,1,0,0,20,1,1,0,0,26.0,False,0,2896,2958,5854,0,0,0,32.01.08.2009,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,10,5854,True,0.18498649598579303,0.16973137872958224,0.989,-0.59,-0.257,0.958,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,5854.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
tegalpanjang-kecamatan-cireunghas,Tegalpanjang,Cireunghas,Kabupaten Sukabumi,Jawa Barat,2026-07-23 12:01:28,True,1,6,True,1,1,1,1,20,1,1,2,2,66.0,False,0,3105,3077,6182,0,0,0,32.02.35.2005,2026-04-08,112.0,1,1,True,True,False,True,True,True,True,False,0.16666666666666666,0.6803221479024446,0.8356666666666666,1,6182,True,0.16175994823681658,0.14993605209396654,0.25,-0.124,3.149,2.125,0.4985307400003652,False,0.0,False,1,1.0,1.0,1.0,1.0,20.0,1.0,2.0,2.0,0.0,6182.0,6,0.9235132286886931,1.0,0.655261322913302,0.0,0.0
tegalpanjang-kecamatan-sucinaraja,Tegalpanjang,Sucinaraja,Kabupaten Garut,Jawa Barat,2026-07-23 12:01:28,False,0,8,True,1,1,0,0,20,1,1,0,0,26.0,False,0,3444,3311,6755,0,0,0,32.05.42.2004,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,7,6755,True,0.21343415556300882,0.19345448477255908,0.903,-0.69,-0.306,0.77,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,6755.0,6,0.0,0.0,0.11695143999999999,0.0,0.0
tegalpapak-kecamatan-pagelaran,Tegalpapak,Pagelaran,Kabupaten Pandeglang,Banten,2026-07-23 13:03:33,False,0,3,False,0,0,0,0,0,0,0,0,0,15.0,False,0,1789,1724,3513,0,0,0,36.01.09.2009,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,13,3513,True,0.22427326835159148,0.20234741762885633,1.524,-0.543,-0.487,-0.986,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3513.0,5,0.0,0.0,0.0,0.0,0.0
